OG_id	D_melanogaster_all	D_melanogaster_gene	D_melanogaster_protein	D_yakuba_all	D_yakuba_gene	D_yakuba_protein	ML dN	ML dS	ML omega
1020	FBgn0267348	FBgn0267348	FBpp0076111	FBgn0068131	FBgn0068131	FBpp0265866	0.0096	0.2979	0.0322
1021	FBgn0022787	FBgn0022787	FBpp0290929	FBgn0241476	FBgn0241476	FBpp0269365	0.0152	0.2575	0.059
1023	FBgn0003977	FBgn0003977	FBpp0071946	FBgn0229377	FBgn0229377	FBpp0256587	0.0087	0.3086	0.0282
1027	FBgn0263974	FBgn0263974	FBpp0302955	FBgn0242610	FBgn0242610	FBpp0270555	0.115	0.3773	0.3048
1030	FBgn0023518	FBgn0023518	FBpp0070347	FBgn0234485	FBgn0234485	FBpp0262009	0.0236	0.226	0.1044
1031	FBgn0261016	FBgn0261016	FBpp0293708	FBgn0239419	FBgn0239419	FBpp0358182	0.0774	0.2838	0.2727
1032	FBgn0267431	FBgn0267431	FBpp0352251	FBgn0277235;FBgn0276942	FBgn0277235	FBpp0354562	0.0822	0.37	0.2222
1039	FBgn0053547	FBgn0053547	FBpp0293553	FBgn0242323	FBgn0242323	FBpp0357087	0.0126	0.1791	0.0704
1041	FBgn0265434	FBgn0265434	FBpp0072306	FBgn0229200	FBgn0229200	FBpp0362818	0.0028	0.2415	0.0116
1047	FBgn0010482	FBgn0010482	FBpp0290637	FBgn0241645	FBgn0241645	FBpp0356050	0.0301	0.2687	0.112
1049	FBgn0031170	FBgn0031170	FBpp0297618	FBgn0232891	FBgn0232891	FBpp0355871	0.0177	0.2656	0.0666
1057	FBgn0032821	FBgn0032821	FBpp0304488	FBgn0230355	FBgn0230355	FBpp0353592	0.0147	0.2623	0.056
1058	FBgn0032010	FBgn0032010	FBpp0304636	FBgn0228909	FBgn0228909	FBpp0355460	0.0185	0.2711	0.0682
1063	FBgn0011785	FBgn0011785	FBpp0083988	FBgn0240651	FBgn0240651	FBpp0268481	0.0137	0.2536	0.054
1069	FBgn0024806	FBgn0024806	FBpp0072420	FBgn0238315	FBgn0238315	FBpp0266045	0.0058	0.2176	0.0267
1070	FBgn0038108	FBgn0038108	FBpp0306577	FBgn0243264	FBgn0243264	FBpp0361094	0.0317	0.2497	0.127
1082	FBgn0023081	FBgn0023081	FBpp0072194	FBgn0229290	FBgn0229290	FBpp0256495	0.0037	0.2512	0.0147
1085	FBgn0034618	FBgn0034618	FBpp0071526	FBgn0229954	FBgn0229954	FBpp0257200	0.0097	0.2789	0.0348
1087	FBgn0036451	FBgn0036451	FBpp0075443	FBgn0239262	FBgn0239262	FBpp0354578	0.0106	0.2728	0.0389
1094	FBgn0000119	FBgn0000119	FBpp0086821	FBgn0231039	FBgn0231039	FBpp0363694	0.0026	0.2465	0.0105
1102	FBgn0031985	FBgn0031985	FBpp0308731	FBgn0229013	FBgn0229013	FBpp0256201	0.0041	0.2098	0.0195
1104	FBgn0005390	FBgn0005390	FBpp0070857	FBgn0233251	FBgn0233251	FBpp0364596	0.0516	0.2869	0.1799
1115	FBgn0267002	FBgn0267002	FBpp0086227	FBgn0231665	FBgn0231665	FBpp0359316	0.0021	0.2217	0.0095
1119	FBgn0011747	FBgn0011747	FBpp0088240	FBgn0232131	FBgn0232131	FBpp0259539	0.055	0.2635	0.2087
1142	FBgn0029688	FBgn0029688	FBpp0309608	FBgn0234368	FBgn0234368	FBpp0357200	0.0405	0.276	0.1467
1148	FBgn0262517	FBgn0262517	FBpp0074742	FBgn0239979;FBgn0240139;FBgn0276822	FBgn0239979	FBpp0359144	0.028	0.2813	0.0995
1150	FBgn0000319	FBgn0000319	FBpp0111710	FBgn0233568	FBgn0233568	FBpp0354023	0.0005	0.2037	0.0025
1151	FBgn0000140	FBgn0000140	FBpp0084071	FBgn0240690	FBgn0240690	FBpp0268521	0.0258	0.3312	0.0779
1153	FBgn0283503	FBgn0283503	FBpp0401556	FBgn0237358	FBgn0237358	FBpp0265043	0.0113	0.2962	0.0381
1154	FBgn0016920	FBgn0016920	FBpp0312558	FBgn0242472	FBgn0242472	FBpp0359553	0.0015	0.1784	0.0084
1158	FBgn0038975	FBgn0038975	FBpp0306677	FBgn0228176	FBgn0228176	FBpp0358119	0.0029	0.2094	0.0138
1160	FBgn0039709	FBgn0039709	FBpp0084854	FBgn0241040	FBgn0241040	FBpp0268901	0.0074	0.401	0.0185
1161	FBgn0027279	FBgn0027279	FBpp0288801	FBgn0235376	FBgn0235376	FBpp0363720	0.0296	0.3322	0.0891
1163	FBgn0031785	FBgn0031785	FBpp0078833	FBgn0231336	FBgn0231336	FBpp0258691	0.027	0.5102	0.0529
1165	FBgn0028538	FBgn0028538	FBpp0080114	FBgn0236081	FBgn0236081	FBpp0263691	0.0045	0.2778	0.0162
1170	FBgn0041096	FBgn0041096	FBpp0075785	FBgn0237474	FBgn0237474	FBpp0356374	0.0334	0.2887	0.1157
1181	FBgn0052436	FBgn0052436	FBpp0077999	FBgn0237082	FBgn0237082	FBpp0264759	0.0151	0.3208	0.0471
1184	FBgn0086901	FBgn0086901	FBpp0111542	FBgn0243474	FBgn0243474	FBpp0359072	0.0128	0.1817	0.0704
1185	FBgn0040236	FBgn0040236	FBpp0071261	FBgn0233033	FBgn0233033	FBpp0260467	0.0124	0.2828	0.0438
1187	FBgn0038341	FBgn0038341	FBpp0082614	FBgn0243401	FBgn0243401	FBpp0271382	0.0245	0.3836	0.0639
1195	FBgn0004598	FBgn0004598	FBpp0074038	FBgn0068155	FBgn0068155	FBpp0357251	0.0221	0.252	0.0877
1196	FBgn0036398	FBgn0036398	FBpp0075510	FBgn0239227	FBgn0239227	FBpp0363194	0.0275	0.2457	0.1119
1213	FBgn0035798	FBgn0035798	FBpp0288716	FBgn0238882	FBgn0238882	FBpp0357542	0.0772	0.2898	0.2664
1214	FBgn0260965	FBgn0260965	FBpp0290931	FBgn0239165	FBgn0239165	FBpp0360698	0.1176	0.3285	0.358
1216	FBgn0259212	FBgn0259212	FBpp0312543	FBgn0242386	FBgn0242386	FBpp0360926	0.027	0.277	0.0975
1220	FBgn0031171	FBgn0031171	FBpp0290160	FBgn0232890	FBgn0232890	FBpp0260317	0.0405	0.3449	0.1174
1225	FBgn0261547	FBgn0261547	FBpp0291790	FBgn0237223	FBgn0237223	FBpp0363055	0.0354	0.2914	0.1215
1226	FBgn0265002	FBgn0265002	FBpp0307477	FBgn0243471	FBgn0243471	FBpp0360817	0.022	0.2853	0.0771
1232	FBgn0039120	FBgn0039120	FBpp0306915	FBgn0066139	FBgn0066139	FBpp0268931	0.0309	0.2984	0.1036
1236	FBgn0266757	FBgn0266757	FBpp0271797	FBgn0238543	FBgn0238543	FBpp0363494	0.0317	0.3709	0.0855
1239	FBgn0035227	FBgn0035227	FBpp0072587	FBgn0238238	FBgn0238238	FBpp0353158	0.0105	0.3322	0.0316
1240	FBgn0032797	FBgn0032797	FBpp0291318	FBgn0230373	FBgn0230373	FBpp0257655	0.0063	0.2658	0.0237
1244	FBgn0003277	FBgn0003277	FBpp0073387	FBgn0084295	FBgn0084295	FBpp0262302	0.0059	0.2566	0.023
1245	FBgn0040505	FBgn0040505	FBpp0086264	FBgn0231676	FBgn0231676	FBpp0259059	0.0061	0.3136	0.0195
1253	FBgn0001311	FBgn0001311	FBpp0290640	FBgn0242368	FBgn0242368	FBpp0359311	0.0103	0.3719	0.0277
1259	FBgn0085444	FBgn0085444	FBpp0111603	FBgn0231850	FBgn0231850	FBpp0259240	0.0398	0.257	0.1549
1278	FBgn0264894	FBgn0264894	FBpp0306886	FBgn0236042	FBgn0236042	FBpp0358982	0.0279	0.243	0.1148
1296	FBgn0005386	FBgn0005386	FBpp0297151	FBgn0239704;FBgn0239976;FBgn0277317	FBgn0239704	FBpp0355267	0.0213	0.278	0.0766
1298	FBgn0030486	FBgn0030486	FBpp0073610	FBgn0234559	FBgn0234559	FBpp0262086	0.1065	0.4381	0.2431
1299	FBgn0031759	FBgn0031759	FBpp0078862	FBgn0236332	FBgn0236332	FBpp0355917	0.0081	0.2777	0.0292
1301	FBgn0005198	FBgn0005198	FBpp0074588	FBgn0236983;FBgn0239962	FBgn0236983	FBpp0264656	0.0123	0.2787	0.0441
1302	FBgn0037025	FBgn0037025	FBpp0302830	FBgn0237043;FBgn0237040	FBgn0237043	FBpp0357468	0.1216	0.3656	0.3326
1303	FBgn0036814	FBgn0036814	FBpp0074851	FBgn0239286	FBgn0239286	FBpp0355485	0.0241	0.2255	0.1069
1309	FBgn0085437	FBgn0085437	FBpp0309777	FBgn0235280	FBgn0235280	FBpp0363857	0.0116	0.262	0.0443
1313	FBgn0019938	FBgn0019938	FBpp0086640	FBgn0230061	FBgn0230061	FBpp0257316	0.0148	0.3154	0.0469
1314	FBgn0261802	FBgn0261802	FBpp0305885	FBgn0230658	FBgn0230658	FBpp0257954	0.0787	0.2934	0.2682
1317	FBgn0036747	FBgn0036747	FBpp0074959	FBgn0239357	FBgn0239357	FBpp0267138	0.0634	0.3697	0.1715
1324	FBgn0262519	FBgn0262519	FBpp0099808	FBgn0084905	FBgn0084905	FBpp0267467	0.007	0.3205	0.0218
1326	FBgn0283499	FBgn0283499	FBpp0083519	FBgn0242064	FBgn0242064	FBpp0269980	0.0282	0.2912	0.0968
1332	FBgn0003301	FBgn0003301	FBpp0073809	FBgn0233649	FBgn0233649	FBpp0261111	0.0083	0.2418	0.0343
1334	FBgn0005674	FBgn0005674	FBpp0083898	FBgn0228677	FBgn0228677	FBpp0255850	0.0129	0.2805	0.046
1339	FBgn0032006	FBgn0032006	FBpp0291358	FBgn0228927	FBgn0228927	FBpp0360001	0.0306	0.3377	0.0906
1343	FBgn0266136;FBgn0261360	FBgn0266136	FBpp0291487	FBgn0239689;FBgn0275669;FBgn0275827	FBgn0239689	FBpp0363396	0.0073	0.2169	0.0337
1356	FBgn0250786	FBgn0250786	FBpp0297122	FBgn0232558	FBgn0232558	FBpp0259978	0.0159	0.2935	0.0542
1357	FBgn0263392	FBgn0263392	FBpp0306013	FBgn0238937	FBgn0238937	FBpp0364258	0.0139	0.2102	0.0661
1363	FBgn0026375	FBgn0026375	FBpp0305817	FBgn0233153	FBgn0233153	FBpp0355691	0.0021	0.2336	0.009
1371	FBgn0011828	FBgn0011828	FBpp0089216	FBgn0238946	FBgn0238946	FBpp0266708	0.0159	0.2772	0.0574
1372	FBgn0020440	FBgn0020440	FBpp0113097	FBgn0231493	FBgn0231493	FBpp0355191	0.0114	0.2472	0.0461
1375	FBgn0030466	FBgn0030466	FBpp0073587	FBgn0234541	FBgn0234541	FBpp0354082	0.0121	0.4108	0.0295
1377	FBgn0265048	FBgn0265048	FBpp0082643	FBgn0243384	FBgn0243384	FBpp0271365	0.0079	0.3335	0.0237
1378	FBgn0022710	FBgn0022710	FBpp0304773	FBgn0233593	FBgn0233593	FBpp0261052	0.0109	0.2876	0.0379
1381	FBgn0036348	FBgn0036348	FBpp0075574	FBgn0239196	FBgn0239196	FBpp0359713	0.029	0.356	0.0815
1387	FBgn0262160	FBgn0262160	FBpp0088895	FBgn0229730	FBgn0229730	FBpp0358015	0.0231	0.2938	0.0786
1394	FBgn0019990	FBgn0019990	FBpp0306619	FBgn0228771	FBgn0228771	FBpp0255951	0.0096	0.3133	0.0306
1404	FBgn0041180	FBgn0041180	FBpp0303747	FBgn0230956	FBgn0230956	FBpp0258280	0.0335	0.3045	0.11
1405	FBgn0261529	FBgn0261529	FBpp0080196	FBgn0236394	FBgn0236394	FBpp0264038	0.0653	0.3707	0.1762
1407	FBgn0032456	FBgn0032456	FBpp0089056	FBgn0236007	FBgn0236007	FBpp0361865	0.0078	0.2419	0.0322
1411	FBgn0010434	FBgn0010434	FBpp0085697	FBgn0229801	FBgn0229801	FBpp0257036	0.0062	0.2118	0.0293
1416	FBgn0014007	FBgn0014007	FBpp0075645	FBgn0239155	FBgn0239155	FBpp0355262	0.0117	0.2376	0.0492
1419	FBgn0263864	FBgn0263864	FBpp0086122	FBgn0229435	FBgn0229435	FBpp0361396	0.0761	0.2691	0.2828
1422	FBgn0016075	FBgn0016075	FBpp0305720	FBgn0236101	FBgn0236101	FBpp0360502	0.0755	0.2624	0.2877
1425	FBgn0261885	FBgn0261885	FBpp0088543	FBgn0041640;FBgn0275602	FBgn0041640	FBpp0364656	0.0115	0.1661	0.0692
1426	FBgn0051004	FBgn0051004	FBpp0290183	FBgn0240524	FBgn0240524	FBpp0362569	0.0091	0.2754	0.033
1427	FBgn0036985	FBgn0036985	FBpp0077849	FBgn0237014;FBgn0277102	FBgn0237014	FBpp0363884	0.0407	0.2414	0.1686
1430	FBgn0025864	FBgn0025864	FBpp0071165	FBgn0233360	FBgn0233360	FBpp0260805	0.0084	0.2741	0.0306
1433	FBgn0259818	FBgn0259818	FBpp0291141	FBgn0233932	FBgn0233932	FBpp0361010	0.047	0.3431	0.137
1442	FBgn0032723	FBgn0032723	FBpp0080734	FBgn0230419	FBgn0230419	FBpp0257704	0.0421	0.2711	0.1553
1445	FBgn0040022	FBgn0040022	FBpp0112592	FBgn0242460;FBgn0277160	FBgn0242460	FBpp0358504	0.0777	0.2324	0.3343
1450	FBgn0034060	FBgn0034060	FBpp0086345	FBgn0229536	FBgn0229536	FBpp0256752	0.0265	0.244	0.1086
1454	FBgn0037989	FBgn0037989	FBpp0289580	FBgn0241663	FBgn0241663	FBpp0358457	0.0179	0.2176	0.0823
1459	FBgn0031169	FBgn0031169	FBpp0304585	FBgn0235352	FBgn0235352	FBpp0363868	0.0437	0.3079	0.1419
1465	FBgn0004368	FBgn0004368	FBpp0070692	FBgn0233906	FBgn0233906	FBpp0353121	0.0212	0.3148	0.0673
1468	FBgn0036454	FBgn0036454	FBpp0075445	FBgn0239263	FBgn0239263	FBpp0267041	0.0075	0.152	0.0493
1472	FBgn0085443	FBgn0085443	FBpp0302587	FBgn0232965	FBgn0232965	FBpp0260397	0.0205	0.2585	0.0793
1478	FBgn0039227	FBgn0039227	FBpp0084115	FBgn0228617	FBgn0228617	FBpp0255785	0.0109	0.2868	0.038
1490	FBgn0032363	FBgn0032363	FBpp0079831	FBgn0230569	FBgn0230569	FBpp0257860	0.0103	0.2796	0.0368
1496	FBgn0003391	FBgn0003391	FBpp0071475	FBgn0231404	FBgn0231404	FBpp0258761	0.0028	0.3802	0.0074
1497	FBgn0051755	FBgn0051755	FBpp0292885	FBgn0227931	FBgn0227931	FBpp0363584	0.1418	0.3708	0.3824
1499	FBgn0039527	FBgn0039527	FBpp0084572	FBgn0228412	FBgn0228412	FBpp0255566	0.0151	0.285	0.053
1501	FBgn0000299	FBgn0000299	FBpp0078642	FBgn0229117	FBgn0229117	FBpp0256310	0.0614	0.2082	0.2949
1502	FBgn0053978	FBgn0053978	FBpp0300571	FBgn0232129	FBgn0232129	FBpp0259537	0.0981	0.3336	0.2941
1507	FBgn0024329	FBgn0024329	FBpp0083099	FBgn0242260	FBgn0242260	FBpp0353311	0.0115	0.2598	0.0443
1509	FBgn0041181	FBgn0041181	FBpp0079101	FBgn0232193	FBgn0232193	FBpp0259607	0.0113	0.3074	0.0368
1513	FBgn0010905	FBgn0010905	FBpp0293163	FBgn0238950	FBgn0238950	FBpp0354110	0.012	0.2785	0.0431
1515	FBgn0261554	FBgn0261554	FBpp0310601	FBgn0229953	FBgn0229953	FBpp0362544	0.0106	0.2202	0.0481
1516	FBgn0016756	FBgn0016756	FBpp0076803	FBgn0238762	FBgn0238762	FBpp0358028	0.0201	0.2505	0.0802
1517	FBgn0031869	FBgn0031869	FBpp0304605	FBgn0235810	FBgn0235810	FBpp0263402	0.0149	0.2956	0.0504
1528	FBgn0003731	FBgn0003731	FBpp0071571	FBgn0229964	FBgn0229964	FBpp0257211	0.0121	0.3315	0.0365
1537	FBgn0259677	FBgn0259677	FBpp0305379	FBgn0235385	FBgn0235385	FBpp0363960	0.0314	0.2894	0.1085
1538	FBgn0037344	FBgn0037344	FBpp0078401	FBgn0241293	FBgn0241293	FBpp0269171	0.0636	0.2794	0.2276
1544	FBgn0263048	FBgn0263048	FBpp0297798	FBgn0228166	FBgn0228166	FBpp0255304	0.0933	0.3454	0.2701
1549	FBgn0263667	FBgn0263667	FBpp0072043	FBgn0231952	FBgn0231952	FBpp0259348	0.0199	0.2845	0.0699
1550	FBgn0002938	FBgn0002938	FBpp0079064	FBgn0232095	FBgn0232095	FBpp0353797	0.0071	0.371	0.0191
1554	FBgn0262579	FBgn0262579	FBpp0293535	FBgn0238904	FBgn0238904	FBpp0359721	0.0096	0.2528	0.038
1559	FBgn0035237	FBgn0035237	FBpp0312460	FBgn0238443	FBgn0238443	FBpp0266177	0.011	0.2784	0.0395
1560	FBgn0028539	FBgn0028539	FBpp0110241	FBgn0236079	FBgn0236079	FBpp0263689	0.0567	0.4035	0.1405
1561	FBgn0260933	FBgn0260933	FBpp0077738	FBgn0233591	FBgn0233591	FBpp0352708	0.0114	0.3682	0.031
1566	FBgn0036995	FBgn0036995	FBpp0077881	FBgn0239620	FBgn0239620	FBpp0267407	0.0139	0.2669	0.0521
1570	FBgn0085451	FBgn0085451	FBpp0302588	FBgn0235200	FBgn0235200	FBpp0357923	0.0322	0.2722	0.1183
1580	FBgn0023510	FBgn0023510	FBpp0070303	FBgn0084874	FBgn0084874	FBpp0261232	0.0026	0.3129	0.0083
1590	FBgn0035802	FBgn0035802	FBpp0088791	FBgn0238886	FBgn0238886	FBpp0354131	0.0333	0.2118	0.1572
1594	FBgn0085430	FBgn0085430	FBpp0111565	FBgn0235205	FBgn0235205	FBpp0262770	0.0134	0.2698	0.0497
1597	FBgn0263131	FBgn0263131	FBpp0298357	FBgn0239443	FBgn0239443	FBpp0355406	0.0153	0.2298	0.0666
1606	FBgn0036494	FBgn0036494	FBpp0297410	FBgn0239461	FBgn0239461	FBpp0267245	0.0043	0.2857	0.0151
1610	FBgn0004648	FBgn0004648	FBpp0311071	FBgn0234119	FBgn0234119	FBpp0261628	0.0233	0.428	0.0544
1614	FBgn0004373	FBgn0004373	FBpp0305064	FBgn0238311	FBgn0238311	FBpp0353336	0.0227	0.2285	0.0993
1616	FBgn0265597	FBgn0265597	FBpp0309308	FBgn0234524	FBgn0234524	FBpp0362585	0.0069	0.2603	0.0265
1623	FBgn0028982	FBgn0028982	FBpp0070861	FBgn0234236	FBgn0234236	FBpp0261750	0.0287	0.3957	0.0725
1626	FBgn0024698	FBgn0024698	FBpp0089163	FBgn0230064	FBgn0230064	FBpp0257320	0.0066	0.2592	0.0255
1631	FBgn0259233	FBgn0259233	FBpp0293051	FBgn0240693	FBgn0240693	FBpp0268524	0.0322	0.3718	0.0866
1639	FBgn0262582	FBgn0262582	FBpp0306420	FBgn0242721	FBgn0242721	FBpp0357428	0.0223	0.2117	0.1053
1647	FBgn0034240	FBgn0034240	FBpp0086102	FBgn0229658	FBgn0229658	FBpp0256882	0.0519	0.2682	0.1935
1649	FBgn0032685	FBgn0032685	FBpp0080619	FBgn0230887	FBgn0230887	FBpp0258202	0.006	0.241	0.0249
1657	FBgn0051368	FBgn0051368	FBpp0290264	FBgn0241338	FBgn0241338	FBpp0269217	0.0159	0.2915	0.0545
1662	FBgn0040290	FBgn0040290	FBpp0076452	FBgn0275863	FBgn0275863	FBpp0360081	0.0396	0.3162	0.1252
1664	FBgn0030687	FBgn0030687	FBpp0290035	FBgn0234696	FBgn0234696	FBpp0262228	0.0102	0.374	0.0273
1673	FBgn0261617	FBgn0261617	FBpp0291862	FBgn0233014	FBgn0233014	FBpp0361996	0.0114	0.2369	0.0481
1674	FBgn0014075	FBgn0014075	FBpp0074831	FBgn0236912	FBgn0236912	FBpp0264582	0.0146	0.2692	0.0542
1675	FBgn0263973	FBgn0263973	FBpp0300169	FBgn0237795	FBgn0237795	FBpp0358124	0.0232	0.2388	0.0972
1682	FBgn0261571	FBgn0261571	FBpp0291997	FBgn0042725	FBgn0042725	FBpp0353490	0.1354	0.4266	0.3174
1690	FBgn0038827	FBgn0038827	FBpp0083399	FBgn0242129	FBgn0242129	FBpp0359282	0.0372	0.3193	0.1165
1692	FBgn0031077	FBgn0031077	FBpp0288416	FBgn0277022	FBgn0277022	FBpp0359517	0.0519	0.4212	0.1232
1693	FBgn0032481	FBgn0032481	FBpp0080066	FBgn0229650	FBgn0229650	FBpp0256874	0.0745	0.3312	0.2249
1696	FBgn0261698	FBgn0261698	FBpp0292199	FBgn0238894	FBgn0238894	FBpp0361709	0.0608	0.2287	0.2659
1697	FBgn0028647	FBgn0028647	FBpp0289959	FBgn0240770	FBgn0240770	FBpp0356674	0.0487	0.3135	0.1553
1700	FBgn0020370	FBgn0020370	FBpp0086887	FBgn0231076	FBgn0231076	FBpp0352365	0.0226	0.2728	0.0828
1708	FBgn0022764	FBgn0022764	FBpp0293225	FBgn0231111	FBgn0231111	FBpp0354021	0.0231	0.2167	0.1066
1711	FBgn0267796	FBgn0267796	FBpp0312604	FBgn0238146	FBgn0238146	FBpp0265865	0.0285	0.227	0.1256
1712	FBgn0035145	FBgn0035145	FBpp0311212	FBgn0238372	FBgn0238372	FBpp0266102	0.01	0.2719	0.0368
1714	FBgn0004197	FBgn0004197	FBpp0084498	FBgn0228436	FBgn0228436	FBpp0255591	0.0071	0.1712	0.0415
1717	FBgn0262167	FBgn0262167	FBpp0306443	FBgn0240675	FBgn0240675	FBpp0268506	0.0629	0.3262	0.1928
1718	FBgn0262647	FBgn0262647	FBpp0310208	FBgn0235926	FBgn0235926	FBpp0263525	0.0431	0.2828	0.1524
1724	FBgn0001965	FBgn0001965	FBpp0080118	FBgn0236085	FBgn0236085	FBpp0361180	0.0084	0.2314	0.0363
1725	FBgn0263197	FBgn0263197	FBpp0304550	FBgn0231621	FBgn0231621	FBpp0362108	0.0037	0.146	0.0253
1734	FBgn0265523	FBgn0265523	FBpp0305909	FBgn0233743	FBgn0233743	FBpp0360457	0.0478	0.445	0.1074
1735	FBgn0285892	FBgn0285892	FBpp0290143	FBgn0236665	FBgn0236665	FBpp0354201	0.1456	0.3187	0.4569
1738	FBgn0038320	FBgn0038320	FBpp0082541	FBgn0241421	FBgn0241421	FBpp0269308	0.0003	0.2928	0.001
1740	FBgn0003483	FBgn0003483	FBpp0082637	FBgn0241465	FBgn0241465	FBpp0269354	0.0927	0.319	0.2906
1741	FBgn0039187	FBgn0039187	FBpp0271831	FBgn0240655	FBgn0240655	FBpp0268485	0.0079	0.2302	0.0343
1747	FBgn0261261	FBgn0261261	FBpp0291301	FBgn0228037	FBgn0228037	FBpp0358996	0.0152	0.2863	0.0531
1749	FBgn0004885	FBgn0004885	FBpp0084069	FBgn0240688	FBgn0240688	FBpp0268519	0.012	0.3384	0.0355
1752	FBgn0039528	FBgn0039528	FBpp0307234	FBgn0228410	FBgn0228410	FBpp0357720	0.009	0.2716	0.0331
1755	FBgn0034641	FBgn0034641	FBpp0293270	FBgn0229967	FBgn0229967	FBpp0357585	0.0135	0.2819	0.0479
1757	FBgn0053653	FBgn0053653	FBpp0298334	FBgn0232169	FBgn0232169	FBpp0359127	0.0139	0.2607	0.0533
1766	FBgn0024189	FBgn0024189	FBpp0110338	FBgn0236584	FBgn0236584	FBpp0357076	0.0068	0.1946	0.0349
1770	FBgn0261998	FBgn0261998	FBpp0300324	FBgn0239350	FBgn0239350	FBpp0355276	0.1689	0.4052	0.4168
1771	FBgn0035229	FBgn0035229	FBpp0072619	FBgn0238434	FBgn0238434	FBpp0359550	0.0052	0.2504	0.0208
1774	FBgn0037142	FBgn0037142	FBpp0306213	FBgn0239811	FBgn0239811	FBpp0362923	0.0232	0.3054	0.076
1782	FBgn0010473	FBgn0010473	FBpp0312489	FBgn0235704	FBgn0235704	FBpp0353654	0.0055	0.18	0.0306
1783	FBgn0039904	FBgn0039904	FBpp0311451	FBgn0232148	FBgn0232148	FBpp0362465	0.0479	0.2329	0.2057
1787	FBgn0259113	FBgn0259113	FBpp0083514	FBgn0242061	FBgn0242061	FBpp0269977	0.0204	0.3337	0.0611
1789	FBgn0010328	FBgn0010328	FBpp0111770	FBgn0228428	FBgn0228428	FBpp0255582	0.0203	0.275	0.0738
1810	FBgn0011592	FBgn0011592	FBpp0086935	FBgn0230217	FBgn0230217	FBpp0257484	0.0105	0.3052	0.0344
1816	FBgn0264449	FBgn0264449	FBpp0310016	FBgn0234079	FBgn0234079	FBpp0363501	0.0162	0.2459	0.0659
1817	FBgn0032120	FBgn0032120	FBpp0088794	FBgn0236230	FBgn0236230	FBpp0263856	0.0067	0.1883	0.0356
1823	FBgn0037116	FBgn0037116	FBpp0078116	FBgn0239530	FBgn0239530	FBpp0267315	0.025	0.2622	0.0953
1826	FBgn0265998	FBgn0265998	FBpp0289029	FBgn0240969	FBgn0240969	FBpp0268824	0.0175	0.2149	0.0814
1829	FBgn0260789	FBgn0260789	FBpp0310024	FBgn0233037	FBgn0233037	FBpp0260471	0.0694	0.2184	0.3178
1832	FBgn0034498	FBgn0034498	FBpp0085614	FBgn0068399	FBgn0068399	FBpp0258819	0.0147	0.3104	0.0474
1840	FBgn0027512	FBgn0027512	FBpp0083867	FBgn0241079	FBgn0241079	FBpp0268946	0.0998	0.3082	0.3238
1846	FBgn0032018	FBgn0032018	FBpp0079220	FBgn0236144	FBgn0236144	FBpp0263762	0.0156	0.2928	0.0533
1851	FBgn0260935	FBgn0260935	FBpp0081466	FBgn0241896	FBgn0241896	FBpp0269804	0.0053	0.2846	0.0186
1852	FBgn0003308	FBgn0003308	FBpp0082172	FBgn0041639	FBgn0041639	FBpp0271246	0.0097	0.3214	0.0302
1853	FBgn0034085	FBgn0034085	FBpp0288423	FBgn0231719	FBgn0231719	FBpp0259103	0.0645	0.4474	0.1442
1862	FBgn0050085	FBgn0050085	FBpp0086441	FBgn0231747	FBgn0231747	FBpp0259134	0.0319	0.2966	0.1076
1866	FBgn0039883	FBgn0039883	FBpp0291391	FBgn0228799	FBgn0228799	FBpp0358115	0.0122	0.2247	0.0543
1868	FBgn0028500	FBgn0028500	FBpp0078164	FBgn0236852	FBgn0236852	FBpp0361897	0.02	0.2767	0.0723
1870	FBgn0020503	FBgn0020503	FBpp0080529	FBgn0230511	FBgn0230511	FBpp0362468	0.0583	0.2495	0.2337
1885	FBgn0261565	FBgn0261565	FBpp0291926	FBgn0237218	FBgn0237218	FBpp0359134	0.0384	0.3356	0.1144
1889	FBgn0085386	FBgn0085386	FBpp0307226	FBgn0242423	FBgn0242423	FBpp0361689	0.0371	0.2765	0.1342
1892	FBgn0022153	FBgn0022153	FBpp0077122	FBgn0235710	FBgn0235710	FBpp0263295	0.0132	0.2729	0.0484
1894	FBgn0021760	FBgn0021760	FBpp0088470	FBgn0240455;FBgn0237064	FBgn0240455	FBpp0358120	0.0083	0.2611	0.0318
1896	FBgn0033354	FBgn0033354	FBpp0087756	FBgn0239903	FBgn0239903	FBpp0358228	0.0407	0.3754	0.1084
1898	FBgn0035001	FBgn0035001	FBpp0072271	FBgn0229271	FBgn0229271	FBpp0256476	0.0107	0.2087	0.0513
1909	FBgn0260634	FBgn0260634	FBpp0088566	FBgn0241067	FBgn0241067	FBpp0268929	0.0513	0.2511	0.2043
1910	FBgn0014006	FBgn0014006	FBpp0289484	FBgn0242694	FBgn0242694	FBpp0270642	0.0104	0.3088	0.0337
1915	FBgn0033212	FBgn0033212	FBpp0305131	FBgn0240864	FBgn0240864	FBpp0354499	0.0153	0.2307	0.0663
1920	FBgn0037240	FBgn0037240	FBpp0078557	FBgn0242483	FBgn0242483	FBpp0270422	0.0156	0.3206	0.0487
1921	FBgn0037565	FBgn0037565	FBpp0081353	FBgn0241960	FBgn0241960	FBpp0269872	0.0184	0.2499	0.0736
1925	FBgn0053556	FBgn0053556	FBpp0112380	FBgn0238847	FBgn0238847	FBpp0266602	0.0137	0.2564	0.0534
